label,merged_label,latitude,longitude,year,example_path
Timber plantation,Plantation,1.851375,15.854875,2016,examples/15.854874999999998_1.8513750000000002
Timber plantation,Plantation,1.768375,16.006125,2016,examples/16.006125_1.7683749999999998
Timber plantation,Plantation,1.855075,15.854275,2016,examples/15.854275000000001_1.8550749999999991
Timber plantation,Plantation,1.854375,15.853125,2016,examples/15.853125000000002_1.8543749999999999
Timber plantation,Plantation,1.840375,16.028,2016,examples/16.027999999999995_1.840375
Timber plantation,Plantation,1.936791667,15.81695833,2016,examples/15.816958333333336_1.9367916666666667
Timber plantation,Plantation,1.771,15.985625,2016,examples/15.985625000000002_1.7710000000000001
Timber plantation,Plantation,1.767196366,16.00826353,2016,examples/16.00826353294031_1.7671963657822631
Timber plantation,Plantation,1.959625,15.8255,2016,examples/15.8255_1.9596249999999997
Timber plantation,Plantation,1.77075,15.986625,2016,examples/15.986625000000002_1.7707499999999994
Timber plantation,Plantation,1.795875,15.915375,2016,examples/15.915375000000001_1.7958749999999994
Timber plantation,Plantation,1.770125,16.006625,2016,examples/16.006625_1.7701249999999993
Timber plantation,Plantation,1.768625,16.00394643,2016,examples/16.003946428571428_1.7686249999999997
Timber plantation,Plantation,1.996117007,16.04913703,2016,examples/16.049137028521255_1.9961170071818661
Timber plantation,Plantation,1.939375,15.816125,2016,examples/15.816125000000003_1.939375
Timber plantation,Plantation,1.938875,15.814875,2016,examples/15.814875_1.9388750000000001
Timber plantation,Plantation,1.771291667,15.98779167,2016,examples/15.987791666666668_1.771291666666666
Mining,Other,3.354053571,10.61598214,2016,examples/10.615982142857142_3.354053571428572
Mining,Other,2.54575,12.763375,2016,examples/12.763375_2.54575
Mining,Other,2.211,13.888125,2016,examples/13.888124999999999_2.211
Mining,Other,3.060875,14.198,2016,examples/14.198_3.060875
Mining,Other,3.286375,15.577875,2016,examples/15.577875_3.286375
Mining,Other,3.465875,13.871875,2016,examples/13.871875_3.465875
Mining,Other,2.427375,12.804625,2016,examples/12.804625000000003_2.427375
Mining,Other,3.325744048,15.58520833,2016,examples/15.585208333333336_3.325744047619047
Mining,Other,3.583375,10.75375,2016,examples/10.75375_3.5833749999999993
Mining,Other,3.379458333,10.58470833,2016,examples/10.584708333333333_3.379458333333333
Mining,Other,2.615125,12.680625,2016,examples/12.680625000000001_2.615125
Mining,Other,2.349375,12.785125,2016,examples/12.785124999999999_2.3493749999999998
Mining,Other,3.355,14.137375,2016,examples/14.137375_3.3549999999999995
Mining,Other,3.673625,10.598625,2016,examples/10.598624999999998_3.6736250000000004
Other large-scale plantations,Plantation,3.891916667,9.834375,2016,examples/9.834375_3.891916666666666
Other large-scale plantations,Plantation,4.697125,14.210625,2016,examples/14.210625_4.697125
Fruit plantation,Plantation,4.739625,9.6585,2016,examples/9.6585_4.739625
Fruit plantation,Plantation,4.722625,9.707125,2016,examples/9.707125000000001_4.722625
Other large-scale plantations,Plantation,4.136625,9.250833333,2016,examples/9.250833333333334_4.136624999999999
Other large-scale plantations,Plantation,3.859125,9.960375,2016,examples/9.960375_3.859125
Rubber plantation,Plantation,4.012875,9.251375,2016,examples/9.251375_4.012875
Other large-scale plantations,Plantation,6.387125,10.807375,2016,examples/10.807374999999999_6.387125
Other large-scale plantations,Plantation,6.104875,10.398125,2016,examples/10.398125_6.104875
Fruit plantation,Plantation,4.730625,9.769875,2016,examples/9.769875_4.730625
Rubber plantation,Plantation,4.436625,9.400375,2016,examples/9.400375_4.436624999999999
Hunting,Other,4.86275,12.260625,2016,examples/12.260625000000003_4.862750000000001
Hunting,Other,3.514375,15.072375,2016,examples/15.072375000000001_3.514375
Hunting,Other,8.634875,13.44375,2016,examples/13.44375_8.634875000000001
Hunting,Other,3.035125,14.72,2016,examples/14.720000000000002_3.0351249999999994
Hunting,Other,3.474875,15.062625,2016,examples/15.062625_3.474875
Hunting,Other,3.492625,14.8875,2016,examples/14.887500000000003_3.4926250000000003
Hunting,Other,2.681875,15.315125,2016,examples/15.315125_2.681875
Hunting,Other,8.486875,13.695375,2016,examples/13.695374999999999_8.486875
Hunting,Other,8.424875,12.966375,2016,examples/12.966375000000001_8.424875
Hunting,Other,2.443,15.43925,2016,examples/15.43925_2.443
Hunting,Other,5.259625,12.780375,2016,examples/12.780375000000001_5.259625
Hunting,Other,5.979225,12.393825,2016,examples/12.393824999999998_5.979225
Hunting,Other,5.071375,12.438875,2016,examples/12.438875000000001_5.071375
Hunting,Other,2.156125,14.928875,2016,examples/14.928875000000003_2.1561249999999994
Hunting,Other,3.022741667,15.18660833,2016,examples/15.186608333333336_3.0227416666666667
Other large-scale plantations,Plantation,3.660875,10.059625,2016,examples/10.059624999999999_3.660875
Oil palm plantation,Plantation,3.791208333,9.884708333,2016,examples/9.884708333333336_3.7912083333333335
Oil palm plantation,Plantation,5.588965909,10.09955682,2016,examples/10.099556818181817_5.588965909090909
Other large-scale plantations,Plantation,3.895339286,9.814053571,2016,examples/9.814053571428571_3.8953392857142854
Oil palm plantation,Plantation,4.149534091,9.604443182,2016,examples/9.604443181818182_4.14953409090909
Oil palm plantation,Plantation,3.723125,10.642625,2016,examples/10.642624999999999_3.723125
Other large-scale plantations,Plantation,4.6980625,14.2105625,2016,examples/14.210562500000005_4.698062500000002
Fruit plantation,Plantation,4.740125,9.658875,2016,examples/9.658875000000002_4.740124999999999
Rubber plantation,Plantation,4.393625,9.583125,2016,examples/9.583124999999999_4.393625
Oil palm plantation,Plantation,4.254125,9.00875,2016,examples/9.00875_4.254124999999999
Oil palm plantation,Plantation,3.628,10.66625,2016,examples/10.666250000000002_3.6279999999999997
Other large-scale plantations,Plantation,4.137375,9.253625,2016,examples/9.253625_4.137375
Oil palm plantation,Plantation,4.936875,8.842375,2016,examples/8.842375_4.9368750000000015
Oil palm plantation,Plantation,4.05375,9.199125,2016,examples/9.199125_4.053750000000001
Oil palm plantation,Plantation,5.232025,9.461075,2016,examples/9.461075000000001_5.232025
Rubber plantation,Plantation,3.017666667,12.570625,2016,examples/12.570624999999998_3.0176666666666665
Fruit plantation,Plantation,4.85375,9.79175,2016,examples/9.79175_4.85375
Oil palm plantation,Plantation,3.654125,10.653875,2016,examples/10.653875_3.6541250000000005
Rubber plantation,Plantation,4.013125,9.256875,2016,examples/9.256875_4.013125000000001
Oil palm plantation,Plantation,5.1545,9.435625,2016,examples/9.435625_5.1545
Other large-scale plantations,Plantation,4.190775,9.343875,2016,examples/9.343875_4.1907749999999995
Oil palm plantation,Plantation,4.032375,9.132375,2016,examples/9.132375_4.032375
Other large-scale plantations,Plantation,6.387875,10.80675,2016,examples/10.806750000000001_6.387875
Other large-scale plantations,Plantation,6.112,10.389625,2016,examples/10.389624999999999_6.112000000000001
Oil palm plantation,Plantation,4.176875,9.006875,2016,examples/9.006874999999999_4.176875
