label,merged_label,latitude,longitude,year,example_path
Wildfire,Wildfire,8.83695,14.09435,2015,examples/14.09435_8.836949999999998
Wildfire,Wildfire,8.971875,14.098375,2015,examples/14.098375_8.971874999999999
Wildfire,Wildfire,8.83875,14.094125,2015,examples/14.094125_8.838750000000001
Wildfire,Wildfire,8.83875,14.093375,2015,examples/14.093375_8.838750000000001
Selective logging,Selective logging,2.85025,10.985625,2015,examples/10.985624999999999_2.85025
Selective logging,Selective logging,4.110958333,10.38440278,2015,examples/10.384402777777778_4.1109583333333335
Selective logging,Selective logging,3.018,15.214375,2015,examples/15.214375_3.018
Selective logging,Selective logging,3.128897727,13.76589773,2015,examples/13.765897727272726_3.1288977272727263
Selective logging,Selective logging,5.552053571,9.370839286,2015,examples/9.370839285714288_5.552053571428572
Selective logging,Selective logging,4.357625,13.615125,2015,examples/13.615124999999999_4.3576250000000005
Selective logging,Selective logging,3.796625,14.953875,2015,examples/14.953874999999998_3.796625
Selective logging,Selective logging,2.737930556,11.86848611,2015,examples/11.86848611111111_2.7379305555555558
Selective logging,Selective logging,2.609,15.740375,2015,examples/15.740375_2.6089999999999995
Selective logging,Selective logging,2.242625,14.28975,2015,examples/14.28975_2.242625
Selective logging,Selective logging,5.262953947,12.786125,2015,examples/12.786125000000002_5.2629539473684215
Selective logging,Selective logging,3.486553571,12.14891071,2015,examples/12.148910714285716_3.486553571428571
Selective logging,Selective logging,2.914625,12.295875,2015,examples/12.295874999999999_2.9146250000000005
Selective logging,Selective logging,4.234125,14.56194167,2015,examples/14.561941666666664_4.234125
Selective logging,Selective logging,3.128375,14.521125,2015,examples/14.521125_3.128375
Selective logging,Selective logging,5.275053571,13.34748214,2015,examples/13.347482142857142_5.275053571428572
Selective logging,Selective logging,5.355625,12.15525,2015,examples/12.15525_5.355625000000001
Selective logging,Selective logging,5.229,9.557875,2015,examples/9.557875_5.228999999999998
Selective logging,Selective logging,3.721625,12.5855,2015,examples/12.585499999999998_3.7216249999999995
Selective logging,Selective logging,2.568958333,15.54329167,2015,examples/15.543291666666665_2.5689583333333323
Selective logging,Selective logging,3.4785,13.680875,2015,examples/13.680875_3.4784999999999995
Selective logging,Selective logging,5.322375,11.22279167,2015,examples/11.222791666666666_5.322374999999999
Selective logging,Selective logging,2.603375,14.015375,2015,examples/14.015374999999997_2.6033749999999993
Selective logging,Selective logging,2.95275,11.564625,2015,examples/11.564625_2.9527499999999995
Selective logging,Selective logging,3.6195,10.769125,2015,examples/10.769124999999997_3.6194999999999995
Selective logging,Selective logging,2.591075,11.389025,2015,examples/11.389025_2.591075
Selective logging,Selective logging,5.707625,9.80375,2015,examples/9.803750000000003_5.707625
Selective logging,Selective logging,2.638625,12.766,2015,examples/12.766_2.6386249999999998
Selective logging,Selective logging,2.548875,11.79025,2015,examples/11.790250000000002_2.548875
Selective logging,Selective logging,2.749602273,12.45394318,2015,examples/12.453943181818182_2.7496022727272726
Selective logging,Selective logging,2.774375,13.529125,2015,examples/13.529125_2.7743749999999996
Selective logging,Selective logging,2.24275,15.151125,2015,examples/15.151124999999999_2.24275
Selective logging,Selective logging,5.001875,12.184,2015,examples/12.184_5.001874999999999
Selective logging,Selective logging,3.407278846,14.55508654,2015,examples/14.555086538461538_3.4072788461538455
Selective logging,Selective logging,4.184,14.018375,2015,examples/14.018375_4.184
Selective logging,Selective logging,5.243875,12.562,2015,examples/12.562_5.243875
Selective logging,Selective logging,2.424,15.144125,2015,examples/15.144124999999999_2.424
Selective logging,Selective logging,2.109375,15.427125,2015,examples/15.427124999999998_2.109375
Selective logging,Selective logging,3.40925,14.852625,2015,examples/14.852625000000002_3.4092499999999997
Selective logging,Selective logging,3.01075,15.361625,2015,examples/15.361625_3.01075
Selective logging,Selective logging,4.386744565,10.75586413,2015,examples/10.755864130434784_4.386744565217392
Selective logging,Selective logging,3.7535,11.8015,2015,examples/11.8015_3.7535
Selective logging,Selective logging,3.070208333,14.63666667,2015,examples/14.636666666666668_3.070208333333334
Selective logging,Selective logging,4.192208333,13.67204167,2015,examples/13.672041666666667_4.192208333333333
Selective logging,Selective logging,3.001375,15.529375,2015,examples/15.529375_3.001375
Selective logging,Selective logging,5.96475,9.3485,2015,examples/9.3485_5.96475
Selective logging,Selective logging,4.058,14.67,2015,examples/14.669999999999998_4.058
Selective logging,Selective logging,3.802375,13.24825,2015,examples/13.248250000000002_3.802375
Selective logging,Selective logging,3.6185,10.34075,2015,examples/10.34075_3.618499999999999
Selective logging,Selective logging,3.08,11.329625,2015,examples/11.329624999999998_3.08
Selective logging,Selective logging,4.014261364,14.09107955,2015,examples/14.091079545454543_4.014261363636362
Selective logging,Selective logging,4.847958333,9.882458333,2015,examples/9.882458333333334_4.847958333333334
Selective logging,Selective logging,3.2068125,13.9699375,2015,examples/13.9699375_3.206812500000001
Selective logging,Selective logging,4.333125,14.351875,2015,examples/14.351875_4.333125
Selective logging,Selective logging,3.726875,14.156,2015,examples/14.155999999999999_3.726875
Selective logging,Selective logging,2.428625,14.00755357,2015,examples/14.007553571428573_2.428625
Selective logging,Selective logging,3.667125,13.855,2015,examples/13.854999999999999_3.6671249999999995
Selective logging,Selective logging,3.664041667,13.49054167,2015,examples/13.490541666666667_3.664041666666667
Selective logging,Selective logging,5.07025,13.550375,2015,examples/13.550374999999999_5.070250000000001
Selective logging,Selective logging,2.859375,15.66475,2015,examples/15.66475_2.859375
Selective logging,Selective logging,2.706303571,15.240875,2015,examples/15.240875_2.7063035714285704
Selective logging,Selective logging,5.067625,8.89075,2015,examples/8.89075_5.067625
Selective logging,Selective logging,4.182402778,14.16581944,2015,examples/14.165819444444445_4.182402777777777
Selective logging,Selective logging,5.219833333,9.272458333,2015,examples/9.272458333333333_5.219833333333333
Selective logging,Selective logging,3.402041667,15.47595833,2015,examples/15.475958333333331_3.402041666666667
Selective logging,Selective logging,2.6455,11.166125,2015,examples/11.166125_2.6454999999999997
Selective logging,Selective logging,2.636375,12.587875,2015,examples/12.587875_2.6363749999999997
Selective logging,Selective logging,3.026232143,13.76641071,2015,examples/13.766410714285714_3.0262321428571424
Selective logging,Selective logging,3.939375,12.937125,2015,examples/12.937125_3.9393749999999996
Selective logging,Selective logging,2.816375,14.33375,2015,examples/14.333750000000002_2.8163750000000003
Selective logging,Selective logging,5.886775,9.120725,2015,examples/9.120724999999998_5.886775
Selective logging,Selective logging,2.522083333,12.96070833,2015,examples/12.960708333333335_2.5220833333333337
Selective logging,Selective logging,4.556375,9.405125,2015,examples/9.405125_4.556374999999999
Selective logging,Selective logging,3.867625,13.571,2015,examples/13.571_3.867625
Selective logging,Selective logging,2.653,13.297875,2015,examples/13.297875_2.653
Selective logging,Selective logging,3.632375,10.63575,2015,examples/10.635749999999994_3.632374999999998
Selective logging,Selective logging,4.8255,10.696875,2015,examples/10.696875_4.825499999999999
Selective logging,Selective logging,3.070375,15.731875,2015,examples/15.731875_3.070375
Selective logging,Selective logging,3.427575,15.138925,2015,examples/15.138924999999999_3.4275750000000005
Selective logging,Selective logging,2.603,12.886875,2015,examples/12.886875_2.6029999999999998
Selective logging,Selective logging,2.858625,13.124,2015,examples/13.124_2.858625
Mining,Mining,3.620625,10.754375,2015,examples/10.754375_3.6206250000000004
Mining,Mining,3.24025,15.616625,2015,examples/15.616624999999997_3.24025
Mining,Mining,2.54375,12.762125,2015,examples/12.762125000000003_2.54375
Mining,Mining,3.571625,10.604875,2015,examples/10.604874999999998_3.5716250000000005
Mining,Mining,3.417410714,13.83355357,2015,examples/13.83355357142857_3.417410714285714
Mining,Mining,2.795125,13.875125,2015,examples/13.875125000000002_2.7951249999999996
Mining,Mining,2.645875,12.647875,2015,examples/12.647874999999999_2.6458749999999998
Mining,Mining,3.77,10.656625,2015,examples/10.656625_3.77
Mining,Mining,3.378325,10.586365,2015,examples/10.586365_3.3783250000000002
Mining,Mining,3.669875,10.603375,2015,examples/10.603375_3.6698749999999998
Mining,Mining,3.664045455,10.64090909,2015,examples/10.640909090909092_3.6640454545454557
Mining,Mining,3.622125,10.763,2015,examples/10.763_3.622125
Mining,Mining,2.614125,12.678625,2015,examples/12.678625_2.614125
Mining,Mining,2.22925,13.929375,2015,examples/13.929375_2.22925
Mining,Mining,3.419125,13.8335,2015,examples/13.8335_3.419125
Mining,Mining,2.798375,13.90625,2015,examples/13.906249999999996_2.798375
Mining,Mining,2.645391667,12.64414167,2015,examples/12.644141666666668_2.645391666666667
Mining,Mining,3.586125,10.753125,2015,examples/10.753125000000002_3.5861250000000005
Mining,Mining,3.380875,10.582625,2015,examples/10.582625_3.380875
Mining,Mining,3.336013889,14.11384722,2015,examples/14.113847222222223_3.336013888888888
Mining,Mining,3.66984375,10.58509375,2015,examples/10.58509375_3.6698437500000005
Other large-scale plantations,Other large-scale plantations,4.19009375,9.33509375,2015,examples/9.335093749999999_4.19009375
Other large-scale plantations,Other large-scale plantations,4.603236111,12.23595833,2015,examples/12.235958333333334_4.60323611111111
Other large-scale plantations,Other large-scale plantations,4.1343125,9.2615625,2015,examples/9.261562500000002_4.134312500000001
Fruit plantation,Fruit plantation,4.849375,9.782875,2015,examples/9.782875000000002_4.849375
Other large-scale plantations,Other large-scale plantations,6.108125,10.3955,2015,examples/10.3955_6.108124999999999
Other large-scale plantations,Other large-scale plantations,4.09,9.207875,2015,examples/9.207874999999998_4.089999999999998
Other large-scale plantations,Other large-scale plantations,6.082625,10.372875,2015,examples/10.372875000000002_6.082624999999999
Fruit plantation,Fruit plantation,4.730375,9.771375,2015,examples/9.771374999999999_4.730375
Rubber plantation,Rubber plantation,3.225125,12.41874038,2015,examples/12.418740384615383_3.2251250000000002
Rubber plantation,Rubber plantation,3.9705,10.516,2015,examples/10.515999999999998_3.9705
Mining,Mining,3.351402778,10.60768056,2016,examples/10.607680555555557_3.351402777777778
Mining,Mining,2.54140625,12.7616875,2016,examples/12.761687500000004_2.541406250000001
Mining,Mining,2.988625,14.1805,2016,examples/14.1805_2.988625
Mining,Mining,2.784625,13.877375,2016,examples/13.877374999999999_2.7846249999999997
Mining,Mining,2.644065,12.656635,2016,examples/12.656635_2.644065
Mining,Mining,3.772125,10.652375,2016,examples/10.652375_3.7721249999999995
Mining,Mining,3.32575,15.57975,2016,examples/15.579749999999999_3.3257499999999998
Mining,Mining,3.378125,10.605875,2016,examples/10.605875000000001_3.3781250000000003
Mining,Mining,3.298,15.606,2016,examples/15.606000000000002_3.2979999999999996
Mining,Mining,3.352041667,14.13429167,2016,examples/14.134291666666664_3.3520416666666657
Mining,Mining,3.666940789,10.58276974,2016,examples/10.582769736842105_3.666940789473685
Rubber plantation,Rubber plantation,3.076875,12.450375,2016,examples/12.450375_3.076875
Rubber plantation,Rubber plantation,3.017125,12.570625,2016,examples/12.570625_3.0171249999999996
Rubber plantation,Rubber plantation,3.237125,12.407125,2016,examples/12.407125_3.237125
Rubber plantation,Rubber plantation,3.199375,12.405375,2016,examples/12.405375_3.199375
Timber plantation,Timber plantation,1.810625,16.019125,2016,examples/16.019125_1.810625
Timber plantation,Timber plantation,1.796841667,15.888775,2016,examples/15.888775000000004_1.7968416666666662
Timber plantation,Timber plantation,1.876791667,15.97429167,2016,examples/15.974291666666664_1.8767916666666675
Timber plantation,Timber plantation,1.796125,15.915125,2016,examples/15.915125_1.7961249999999997
Timber plantation,Timber plantation,1.840552445,15.83919473,2016,examples/15.839194728044946_1.8405524454930198
Timber plantation,Timber plantation,1.851958333,15.85504167,2016,examples/15.855041666666665_1.8519583333333325
Timber plantation,Timber plantation,1.79675,15.91545833,2016,examples/15.915458333333335_1.7967500000000003
Timber plantation,Timber plantation,1.770625,15.993125,2016,examples/15.993125000000003_1.770625
Timber plantation,Timber plantation,1.8317591,15.86804575,2016,examples/15.868045749087464_1.8317590996578261
Timber plantation,Timber plantation,1.811375,16.0189375,2016,examples/16.018937499999996_1.8113749999999997
Timber plantation,Timber plantation,1.794125,15.91275,2016,examples/15.91275_1.7941250000000004
Timber plantation,Timber plantation,1.844875,15.841125,2016,examples/15.841125000000002_1.844875
Timber plantation,Timber plantation,1.852377436,15.83212894,2016,examples/15.832128937402448_1.8523774364011016
Timber plantation,Timber plantation,1.768125,15.994875,2016,examples/15.994875_1.7681250000000002
Timber plantation,Timber plantation,1.771125,15.987125,2016,examples/15.987124999999999_1.7711249999999996
Timber plantation,Timber plantation,1.844125,15.846625,2016,examples/15.846625000000001_1.844125
Timber plantation,Timber plantation,1.960625,15.811875,2016,examples/15.811875000000002_1.9606249999999994
Timber plantation,Timber plantation,1.940375,15.96075,2016,examples/15.960750000000003_1.9403750000000006
Timber plantation,Timber plantation,1.844425,15.841525,2016,examples/15.841525000000003_1.8444249999999995
Timber plantation,Timber plantation,1.794182692,15.91543269,2016,examples/15.915432692307695_1.7941826923076922
Timber plantation,Timber plantation,1.772055556,15.98676389,2016,examples/15.986763888888897_1.772055555555556
Timber plantation,Timber plantation,1.840958333,16.01704167,2016,examples/16.017041666666664_1.8409583333333335
Timber plantation,Timber plantation,1.841875,15.837875,2016,examples/15.837875000000002_1.8418749999999997
Timber plantation,Timber plantation,1.844541667,15.84079167,2016,examples/15.840791666666663_1.8445416666666663
Timber plantation,Timber plantation,1.768375,16.00525,2016,examples/16.005250000000004_1.7683749999999998
Timber plantation,Timber plantation,1.768625,16.004875,2016,examples/16.004875_1.7686250000000001
Timber plantation,Timber plantation,1.952875,15.8185,2016,examples/15.818500000000002_1.9528749999999995
Timber plantation,Timber plantation,1.770125,16.011625,2016,examples/16.011625_1.7701249999999993
Timber plantation,Timber plantation,1.806256579,15.89229605,2016,examples/15.892296052631577_1.8062565789473688
Timber plantation,Timber plantation,1.768125,16.002875,2016,examples/16.002875_1.7681250000000002
Timber plantation,Timber plantation,1.841625,15.837625,2016,examples/15.837625000000001_1.8416249999999996
Timber plantation,Timber plantation,1.770125,15.997125,2016,examples/15.997124999999999_1.770124999999999
Timber plantation,Timber plantation,1.942625,15.83175,2016,examples/15.83175_1.9426249999999998
Timber plantation,Timber plantation,1.851625,15.838,2016,examples/15.838000000000001_1.8516249999999994
Timber plantation,Timber plantation,1.768375,16.006125,2016,examples/16.006125_1.7683749999999998
Timber plantation,Timber plantation,1.854375,15.853125,2016,examples/15.853125000000002_1.8543749999999999
Timber plantation,Timber plantation,1.8515,15.837,2016,examples/15.837000000000003_1.8514999999999997
Timber plantation,Timber plantation,1.959625,15.8255,2016,examples/15.8255_1.9596249999999997
Timber plantation,Timber plantation,1.77075,15.986625,2016,examples/15.986625000000002_1.7707499999999994
Timber plantation,Timber plantation,1.767125,16.000125,2016,examples/16.000125_1.7671250000000003
Timber plantation,Timber plantation,1.795875,15.915375,2016,examples/15.915375000000001_1.7958749999999994
Timber plantation,Timber plantation,1.770125,16.006625,2016,examples/16.006625_1.7701249999999993
Timber plantation,Timber plantation,1.996117007,16.04913703,2016,examples/16.049137028521255_1.9961170071818661
Timber plantation,Timber plantation,1.843975,15.845825,2016,examples/15.845825000000001_1.8439750000000004
Timber plantation,Timber plantation,1.939375,15.816125,2016,examples/15.816125000000003_1.939375
Mining,Mining,3.354053571,10.61598214,2016,examples/10.615982142857142_3.354053571428572
Mining,Mining,2.211,13.888125,2016,examples/13.888124999999999_2.211
Mining,Mining,3.060875,14.198,2016,examples/14.198_3.060875
Mining,Mining,3.286375,15.577875,2016,examples/15.577875_3.286375
Mining,Mining,3.7735,10.654125,2016,examples/10.654125000000002_3.7735000000000003
Mining,Mining,3.325744048,15.58520833,2016,examples/15.585208333333336_3.325744047619047
Mining,Mining,3.583375,10.75375,2016,examples/10.75375_3.5833749999999993
Mining,Mining,3.5898125,10.6184375,2016,examples/10.618437499999997_3.5898125000000003
Mining,Mining,2.615125,12.680625,2016,examples/12.680625000000001_2.615125
Mining,Mining,2.349375,12.785125,2016,examples/12.785124999999999_2.3493749999999998
Mining,Mining,3.673625,10.598625,2016,examples/10.598624999999998_3.6736250000000004
Mining,Mining,3.663284091,10.64178409,2016,examples/10.641784090909091_3.6632840909090914
Other large-scale plantations,Other large-scale plantations,3.891916667,9.834375,2016,examples/9.834375_3.891916666666666
Other large-scale plantations,Other large-scale plantations,4.697125,14.210625,2016,examples/14.210625_4.697125
Rubber plantation,Rubber plantation,4.388581522,9.57063587,2016,examples/9.57063586956522_4.38858152173913
Fruit plantation,Fruit plantation,4.722625,9.707125,2016,examples/9.707125000000001_4.722625
Fruit plantation,Fruit plantation,4.852875,9.79175,2016,examples/9.79175_4.852875
Other large-scale plantations,Other large-scale plantations,3.859125,9.960375,2016,examples/9.960375_3.859125
Rubber plantation,Rubber plantation,4.012875,9.251375,2016,examples/9.251375_4.012875
Other large-scale plantations,Other large-scale plantations,4.189125,9.337375,2016,examples/9.337375000000002_4.189125
Other large-scale plantations,Other large-scale plantations,6.387125,10.807375,2016,examples/10.807374999999999_6.387125
Rubber plantation,Rubber plantation,4.436625,9.400375,2016,examples/9.400375_4.436624999999999
Hunting,Hunting,3.514375,15.072375,2016,examples/15.072375000000001_3.514375
Hunting,Hunting,8.634875,13.44375,2016,examples/13.44375_8.634875000000001
Hunting,Hunting,2.498625,15.298625,2016,examples/15.298625000000001_2.498625
Hunting,Hunting,3.035125,14.72,2016,examples/14.720000000000002_3.0351249999999994
Hunting,Hunting,3.474875,15.062625,2016,examples/15.062625_3.474875
Hunting,Hunting,3.492625,14.8875,2016,examples/14.887500000000003_3.4926250000000003
Hunting,Hunting,8.486875,13.695375,2016,examples/13.695374999999999_8.486875
Hunting,Hunting,8.424875,12.966375,2016,examples/12.966375000000001_8.424875
Hunting,Hunting,3.278041667,14.81629167,2016,examples/14.816291666666666_3.2780416666666667
Hunting,Hunting,5.259625,12.780375,2016,examples/12.780375000000001_5.259625
Hunting,Hunting,5.979225,12.393825,2016,examples/12.393824999999998_5.979225
Hunting,Hunting,5.071375,12.438875,2016,examples/12.438875000000001_5.071375
Hunting,Hunting,2.156125,14.928875,2016,examples/14.928875000000003_2.1561249999999994
Hunting,Hunting,3.022741667,15.18660833,2016,examples/15.186608333333336_3.0227416666666667
Oil palm plantation,Oil palm plantation,4.539375,9.52925,2016,examples/9.52925_4.539374999999999
Other large-scale plantations,Other large-scale plantations,3.660875,10.059625,2016,examples/10.059624999999999_3.660875
Oil palm plantation,Oil palm plantation,3.791208333,9.884708333,2016,examples/9.884708333333336_3.7912083333333335
Oil palm plantation,Oil palm plantation,5.588965909,10.09955682,2016,examples/10.099556818181817_5.588965909090909
Other large-scale plantations,Other large-scale plantations,3.895339286,9.814053571,2016,examples/9.814053571428571_3.8953392857142854
Oil palm plantation,Oil palm plantation,3.921225,9.870925,2016,examples/9.870925_3.9212249999999993
Oil palm plantation,Oil palm plantation,3.723125,10.642625,2016,examples/10.642624999999999_3.723125
Other large-scale plantations,Other large-scale plantations,4.6980625,14.2105625,2016,examples/14.210562500000005_4.698062500000002
Fruit plantation,Fruit plantation,4.740125,9.658875,2016,examples/9.658875000000002_4.740124999999999
Rubber plantation,Rubber plantation,4.393625,9.583125,2016,examples/9.583124999999999_4.393625
Oil palm plantation,Oil palm plantation,4.254125,9.00875,2016,examples/9.00875_4.254124999999999
Fruit plantation,Fruit plantation,4.723375,9.705875,2016,examples/9.705874999999999_4.723375
Other large-scale plantations,Other large-scale plantations,4.137375,9.253625,2016,examples/9.253625_4.137375
Oil palm plantation,Oil palm plantation,4.05375,9.199125,2016,examples/9.199125_4.053750000000001
Oil palm plantation,Oil palm plantation,5.232025,9.461075,2016,examples/9.461075000000001_5.232025
Oil palm plantation,Oil palm plantation,4.136875,9.324375,2016,examples/9.324375_4.136875
Rubber plantation,Rubber plantation,3.017666667,12.570625,2016,examples/12.570624999999998_3.0176666666666665
Fruit plantation,Fruit plantation,4.85375,9.79175,2016,examples/9.79175_4.85375
Oil palm plantation,Oil palm plantation,3.654125,10.653875,2016,examples/10.653875_3.6541250000000005
Rubber plantation,Rubber plantation,4.013125,9.256875,2016,examples/9.256875_4.013125000000001
Oil palm plantation,Oil palm plantation,3.975791667,10.50676389,2016,examples/10.506763888888889_3.975791666666667
