label,merged_label,latitude,longitude,year,example_path
Other large-scale plantations,Other large-scale plantations,5.587075,10.113275,2015,examples/10.113275_5.5870750000000005_1
Other large-scale plantations,Other large-scale plantations,5.587075,10.113275,2015,examples/10.113275_5.5870750000000005_2
Other large-scale plantations,Other large-scale plantations,5.587075,10.113275,2015,examples/10.113275_5.5870750000000005_3
Other large-scale plantations,Other large-scale plantations,5.587075,10.113275,2015,examples/10.113275_5.5870750000000005_4
Hunting,Hunting,3.514875,15.24275,2015,examples/15.242750000000003_3.5148750000000004_0
Hunting,Hunting,3.514875,15.24275,2015,examples/15.242750000000003_3.5148750000000004_1
Hunting,Hunting,3.514875,15.24275,2015,examples/15.242750000000003_3.5148750000000004_2
Hunting,Hunting,3.514875,15.24275,2015,examples/15.242750000000003_3.5148750000000004_3
Hunting,Hunting,3.514875,15.24275,2015,examples/15.242750000000003_3.5148750000000004_4
Hunting,Hunting,3.525375,14.977875,2015,examples/14.977874999999997_3.525375_0
Hunting,Hunting,3.525375,14.977875,2015,examples/14.977874999999997_3.525375_1
Hunting,Hunting,3.525375,14.977875,2015,examples/14.977874999999997_3.525375_2
Hunting,Hunting,3.525375,14.977875,2015,examples/14.977874999999997_3.525375_3
Hunting,Hunting,3.525375,14.977875,2015,examples/14.977874999999997_3.525375_4
Hunting,Hunting,5.267788043,12.77563587,2015,examples/12.77563586956522_5.2677880434782605_0
Hunting,Hunting,5.267788043,12.77563587,2015,examples/12.77563586956522_5.2677880434782605_1
Hunting,Hunting,5.267788043,12.77563587,2015,examples/12.77563586956522_5.2677880434782605_2
Hunting,Hunting,5.267788043,12.77563587,2015,examples/12.77563586956522_5.2677880434782605_3
Hunting,Hunting,5.267788043,12.77563587,2015,examples/12.77563586956522_5.2677880434782605_4
Hunting,Hunting,5.076541667,12.44245833,2015,examples/12.442458333333333_5.0765416666666665_0
Hunting,Hunting,5.076541667,12.44245833,2015,examples/12.442458333333333_5.0765416666666665_1
Hunting,Hunting,5.076541667,12.44245833,2015,examples/12.442458333333333_5.0765416666666665_2
Hunting,Hunting,5.076541667,12.44245833,2015,examples/12.442458333333333_5.0765416666666665_3
Hunting,Hunting,5.076541667,12.44245833,2015,examples/12.442458333333333_5.0765416666666665_4
Mining,Mining,3.301625,15.56825,2015,examples/15.56825_3.3016249999999996_0
Mining,Mining,3.301625,15.56825,2015,examples/15.56825_3.3016249999999996_1
Mining,Mining,3.301625,15.56825,2015,examples/15.56825_3.3016249999999996_2
Mining,Mining,3.301625,15.56825,2015,examples/15.56825_3.3016249999999996_3
Mining,Mining,3.301625,15.56825,2015,examples/15.56825_3.3016249999999996_4
Mining,Mining,3.587125,10.755875,2015,examples/10.755874999999998_3.5871250000000003_0
Mining,Mining,3.587125,10.755875,2015,examples/10.755874999999998_3.5871250000000003_1
Mining,Mining,3.587125,10.755875,2015,examples/10.755874999999998_3.5871250000000003_2
Mining,Mining,3.587125,10.755875,2015,examples/10.755874999999998_3.5871250000000003_3
Mining,Mining,3.587125,10.755875,2015,examples/10.755874999999998_3.5871250000000003_4
Mining,Mining,3.394625,10.61425,2015,examples/10.61425_3.394625_0
Mining,Mining,3.394625,10.61425,2015,examples/10.61425_3.394625_1
Mining,Mining,3.394625,10.61425,2015,examples/10.61425_3.394625_2
Mining,Mining,3.394625,10.61425,2015,examples/10.61425_3.394625_3
Mining,Mining,3.394625,10.61425,2015,examples/10.61425_3.394625_4
Mining,Mining,3.354940217,14.13670109,2015,examples/14.136701086956522_3.3549402173913045_0
Mining,Mining,3.354940217,14.13670109,2015,examples/14.136701086956522_3.3549402173913045_1
Mining,Mining,3.354940217,14.13670109,2015,examples/14.136701086956522_3.3549402173913045_2
Mining,Mining,3.354940217,14.13670109,2015,examples/14.136701086956522_3.3549402173913045_3
Mining,Mining,3.354940217,14.13670109,2015,examples/14.136701086956522_3.3549402173913045_4
Wildfire,Wildfire,8.961325,14.102975,2015,examples/14.102975_8.961324999999999_0
Wildfire,Wildfire,8.961325,14.102975,2015,examples/14.102975_8.961324999999999_1
Wildfire,Wildfire,8.961325,14.102975,2015,examples/14.102975_8.961324999999999_2
Wildfire,Wildfire,8.961325,14.102975,2015,examples/14.102975_8.961324999999999_3
Wildfire,Wildfire,8.961325,14.102975,2015,examples/14.102975_8.961324999999999_4
Wildfire,Wildfire,8.974875,14.099,2015,examples/14.099_8.974875_0
Wildfire,Wildfire,8.974875,14.099,2015,examples/14.099_8.974875_1
Wildfire,Wildfire,8.974875,14.099,2015,examples/14.099_8.974875_2
Wildfire,Wildfire,8.974875,14.099,2015,examples/14.099_8.974875_3
Wildfire,Wildfire,8.974875,14.099,2015,examples/14.099_8.974875_4
Selective logging,Selective logging,5.552053571,9.370839286,2015,examples/9.370839285714288_5.552053571428572_0
Selective logging,Selective logging,5.552053571,9.370839286,2015,examples/9.370839285714288_5.552053571428572_1
Selective logging,Selective logging,5.552053571,9.370839286,2015,examples/9.370839285714288_5.552053571428572_2
Selective logging,Selective logging,5.552053571,9.370839286,2015,examples/9.370839285714288_5.552053571428572_3
Selective logging,Selective logging,5.552053571,9.370839286,2015,examples/9.370839285714288_5.552053571428572_4
Selective logging,Selective logging,5.262953947,12.786125,2015,examples/12.786125000000002_5.2629539473684215_0
Selective logging,Selective logging,5.262953947,12.786125,2015,examples/12.786125000000002_5.2629539473684215_1
Selective logging,Selective logging,5.262953947,12.786125,2015,examples/12.786125000000002_5.2629539473684215_2
Selective logging,Selective logging,5.262953947,12.786125,2015,examples/12.786125000000002_5.2629539473684215_3
Selective logging,Selective logging,5.262953947,12.786125,2015,examples/12.786125000000002_5.2629539473684215_4
Selective logging,Selective logging,2.568958333,15.54329167,2015,examples/15.543291666666665_2.5689583333333323_0
Selective logging,Selective logging,2.568958333,15.54329167,2015,examples/15.543291666666665_2.5689583333333323_1
Selective logging,Selective logging,2.568958333,15.54329167,2015,examples/15.543291666666665_2.5689583333333323_2
Selective logging,Selective logging,2.568958333,15.54329167,2015,examples/15.543291666666665_2.5689583333333323_3
Selective logging,Selective logging,2.568958333,15.54329167,2015,examples/15.543291666666665_2.5689583333333323_4
Selective logging,Selective logging,4.532375,13.439625,2015,examples/13.439625000000001_4.532374999999999_0
Selective logging,Selective logging,4.532375,13.439625,2015,examples/13.439625000000001_4.532374999999999_1
Selective logging,Selective logging,4.532375,13.439625,2015,examples/13.439625000000001_4.532374999999999_2
Selective logging,Selective logging,4.532375,13.439625,2015,examples/13.439625000000001_4.532374999999999_3
Selective logging,Selective logging,4.532375,13.439625,2015,examples/13.439625000000001_4.532374999999999_4
Selective logging,Selective logging,3.01075,15.361625,2015,examples/15.361625_3.01075_0
Selective logging,Selective logging,3.01075,15.361625,2015,examples/15.361625_3.01075_1
Selective logging,Selective logging,3.01075,15.361625,2015,examples/15.361625_3.01075_2
Selective logging,Selective logging,3.01075,15.361625,2015,examples/15.361625_3.01075_3
Selective logging,Selective logging,3.01075,15.361625,2015,examples/15.361625_3.01075_4
Selective logging,Selective logging,4.386744565,10.75586413,2015,examples/10.755864130434784_4.386744565217392_0
Selective logging,Selective logging,4.386744565,10.75586413,2015,examples/10.755864130434784_4.386744565217392_1
Selective logging,Selective logging,4.386744565,10.75586413,2015,examples/10.755864130434784_4.386744565217392_2
Selective logging,Selective logging,4.386744565,10.75586413,2015,examples/10.755864130434784_4.386744565217392_3
Selective logging,Selective logging,4.386744565,10.75586413,2015,examples/10.755864130434784_4.386744565217392_4
Selective logging,Selective logging,2.521325,10.98075,2015,examples/10.980749999999999_2.5213250000000005_0
Selective logging,Selective logging,2.521325,10.98075,2015,examples/10.980749999999999_2.5213250000000005_1
Selective logging,Selective logging,2.521325,10.98075,2015,examples/10.980749999999999_2.5213250000000005_2
Selective logging,Selective logging,2.521325,10.98075,2015,examples/10.980749999999999_2.5213250000000005_3
Selective logging,Selective logging,2.521325,10.98075,2015,examples/10.980749999999999_2.5213250000000005_4
Selective logging,Selective logging,4.333125,14.351875,2015,examples/14.351875_4.333125_0
Selective logging,Selective logging,4.333125,14.351875,2015,examples/14.351875_4.333125_1
Selective logging,Selective logging,4.333125,14.351875,2015,examples/14.351875_4.333125_2
Selective logging,Selective logging,4.333125,14.351875,2015,examples/14.351875_4.333125_3
Selective logging,Selective logging,4.333125,14.351875,2015,examples/14.351875_4.333125_4
Selective logging,Selective logging,5.70325,11.40025,2015,examples/11.40025_5.70325_0
Selective logging,Selective logging,5.70325,11.40025,2015,examples/11.40025_5.70325_1
Selective logging,Selective logging,5.70325,11.40025,2015,examples/11.40025_5.70325_2
Selective logging,Selective logging,5.70325,11.40025,2015,examples/11.40025_5.70325_3
Selective logging,Selective logging,5.70325,11.40025,2015,examples/11.40025_5.70325_4
Selective logging,Selective logging,2.859375,15.66475,2015,examples/15.66475_2.859375_0
Selective logging,Selective logging,2.859375,15.66475,2015,examples/15.66475_2.859375_1
Selective logging,Selective logging,2.859375,15.66475,2015,examples/15.66475_2.859375_2
Selective logging,Selective logging,2.859375,15.66475,2015,examples/15.66475_2.859375_3
Selective logging,Selective logging,2.859375,15.66475,2015,examples/15.66475_2.859375_4
Selective logging,Selective logging,2.816375,14.33375,2015,examples/14.333750000000002_2.8163750000000003_0
Selective logging,Selective logging,2.816375,14.33375,2015,examples/14.333750000000002_2.8163750000000003_1
Selective logging,Selective logging,2.816375,14.33375,2015,examples/14.333750000000002_2.8163750000000003_2
Selective logging,Selective logging,2.816375,14.33375,2015,examples/14.333750000000002_2.8163750000000003_3
Selective logging,Selective logging,2.816375,14.33375,2015,examples/14.333750000000002_2.8163750000000003_4
Selective logging,Selective logging,5.886775,9.120725,2015,examples/9.120724999999998_5.886775_0
Selective logging,Selective logging,5.886775,9.120725,2015,examples/9.120724999999998_5.886775_1
Selective logging,Selective logging,5.886775,9.120725,2015,examples/9.120724999999998_5.886775_2
Selective logging,Selective logging,5.886775,9.120725,2015,examples/9.120724999999998_5.886775_3
Selective logging,Selective logging,5.886775,9.120725,2015,examples/9.120724999999998_5.886775_4
Selective logging,Selective logging,4.226125,13.861375,2015,examples/13.861375_4.226125_0
Selective logging,Selective logging,4.226125,13.861375,2015,examples/13.861375_4.226125_1
Selective logging,Selective logging,4.226125,13.861375,2015,examples/13.861375_4.226125_2
Selective logging,Selective logging,4.226125,13.861375,2015,examples/13.861375_4.226125_3
Selective logging,Selective logging,4.226125,13.861375,2015,examples/13.861375_4.226125_4
Selective logging,Selective logging,4.8255,10.696875,2015,examples/10.696875_4.825499999999999_0
Selective logging,Selective logging,4.8255,10.696875,2015,examples/10.696875_4.825499999999999_1
Selective logging,Selective logging,4.8255,10.696875,2015,examples/10.696875_4.825499999999999_2
Selective logging,Selective logging,4.8255,10.696875,2015,examples/10.696875_4.825499999999999_3
Selective logging,Selective logging,4.8255,10.696875,2015,examples/10.696875_4.825499999999999_4
Mining,Mining,2.227541667,13.92945833,2015,examples/13.929458333333331_2.227541666666666_0
Mining,Mining,2.227541667,13.92945833,2015,examples/13.929458333333331_2.227541666666666_1
Mining,Mining,2.227541667,13.92945833,2015,examples/13.929458333333331_2.227541666666666_2
Mining,Mining,2.227541667,13.92945833,2015,examples/13.929458333333331_2.227541666666666_3
Mining,Mining,2.227541667,13.92945833,2015,examples/13.929458333333331_2.227541666666666_4
Mining,Mining,3.669875,10.603375,2015,examples/10.603375_3.6698749999999998_0
Mining,Mining,3.669875,10.603375,2015,examples/10.603375_3.6698749999999998_1
Mining,Mining,3.669875,10.603375,2015,examples/10.603375_3.6698749999999998_2
Mining,Mining,3.669875,10.603375,2015,examples/10.603375_3.6698749999999998_3
Mining,Mining,3.669875,10.603375,2015,examples/10.603375_3.6698749999999998_4
Mining,Mining,3.66984375,10.58509375,2015,examples/10.58509375_3.6698437500000005_0
Mining,Mining,3.66984375,10.58509375,2015,examples/10.58509375_3.6698437500000005_1
Mining,Mining,3.66984375,10.58509375,2015,examples/10.58509375_3.6698437500000005_2
Mining,Mining,3.66984375,10.58509375,2015,examples/10.58509375_3.6698437500000005_3
Mining,Mining,3.66984375,10.58509375,2015,examples/10.58509375_3.6698437500000005_4
Fruit plantation,Fruit plantation,4.726125,9.651625,2015,examples/9.651625000000001_4.726124999999999_0
Fruit plantation,Fruit plantation,4.726125,9.651625,2015,examples/9.651625000000001_4.726124999999999_1
Fruit plantation,Fruit plantation,4.726125,9.651625,2015,examples/9.651625000000001_4.726124999999999_2
Fruit plantation,Fruit plantation,4.726125,9.651625,2015,examples/9.651625000000001_4.726124999999999_3
Fruit plantation,Fruit plantation,4.726125,9.651625,2015,examples/9.651625000000001_4.726124999999999_4
Rubber plantation,Rubber plantation,4.00915,9.290525,2015,examples/9.290525000000002_4.009150000000001_0
Rubber plantation,Rubber plantation,4.00915,9.290525,2015,examples/9.290525000000002_4.009150000000001_1
Rubber plantation,Rubber plantation,4.00915,9.290525,2015,examples/9.290525000000002_4.009150000000001_2
Rubber plantation,Rubber plantation,4.00915,9.290525,2015,examples/9.290525000000002_4.009150000000001_3
Rubber plantation,Rubber plantation,4.00915,9.290525,2015,examples/9.290525000000002_4.009150000000001_4
Mining,Mining,3.419375,13.833375,2016,examples/13.833374999999998_3.419374999999999_0
Mining,Mining,3.419375,13.833375,2016,examples/13.833374999999998_3.419374999999999_1
Mining,Mining,3.419375,13.833375,2016,examples/13.833374999999998_3.419374999999999_2
Mining,Mining,3.419375,13.833375,2016,examples/13.833374999999998_3.419374999999999_3
Mining,Mining,3.419375,13.833375,2016,examples/13.833374999999998_3.419374999999999_4
Timber plantation,Timber plantation,1.876791667,15.97429167,2016,examples/15.974291666666664_1.8767916666666675_0
Timber plantation,Timber plantation,1.876791667,15.97429167,2016,examples/15.974291666666664_1.8767916666666675_1
Timber plantation,Timber plantation,1.876791667,15.97429167,2016,examples/15.974291666666664_1.8767916666666675_2
Timber plantation,Timber plantation,1.876791667,15.97429167,2016,examples/15.974291666666664_1.8767916666666675_3
Timber plantation,Timber plantation,1.876791667,15.97429167,2016,examples/15.974291666666664_1.8767916666666675_4
Timber plantation,Timber plantation,1.840552445,15.83919473,2016,examples/15.839194728044946_1.8405524454930198_0
Timber plantation,Timber plantation,1.840552445,15.83919473,2016,examples/15.839194728044946_1.8405524454930198_1
Timber plantation,Timber plantation,1.840552445,15.83919473,2016,examples/15.839194728044946_1.8405524454930198_2
Timber plantation,Timber plantation,1.840552445,15.83919473,2016,examples/15.839194728044946_1.8405524454930198_3
Timber plantation,Timber plantation,1.840552445,15.83919473,2016,examples/15.839194728044946_1.8405524454930198_4
Timber plantation,Timber plantation,1.851958333,15.85504167,2016,examples/15.855041666666665_1.8519583333333325_0
Timber plantation,Timber plantation,1.851958333,15.85504167,2016,examples/15.855041666666665_1.8519583333333325_1
Timber plantation,Timber plantation,1.851958333,15.85504167,2016,examples/15.855041666666665_1.8519583333333325_2
Timber plantation,Timber plantation,1.851958333,15.85504167,2016,examples/15.855041666666665_1.8519583333333325_3
Timber plantation,Timber plantation,1.851958333,15.85504167,2016,examples/15.855041666666665_1.8519583333333325_4
Timber plantation,Timber plantation,1.770625,15.993125,2016,examples/15.993125000000003_1.770625_0
Timber plantation,Timber plantation,1.770625,15.993125,2016,examples/15.993125000000003_1.770625_1
Timber plantation,Timber plantation,1.770625,15.993125,2016,examples/15.993125000000003_1.770625_2
Timber plantation,Timber plantation,1.770625,15.993125,2016,examples/15.993125000000003_1.770625_3
Timber plantation,Timber plantation,1.770625,15.993125,2016,examples/15.993125000000003_1.770625_4
Timber plantation,Timber plantation,1.852377436,15.83212894,2016,examples/15.832128937402448_1.8523774364011016_0
Timber plantation,Timber plantation,1.852377436,15.83212894,2016,examples/15.832128937402448_1.8523774364011016_1
Timber plantation,Timber plantation,1.852377436,15.83212894,2016,examples/15.832128937402448_1.8523774364011016_2
Timber plantation,Timber plantation,1.852377436,15.83212894,2016,examples/15.832128937402448_1.8523774364011016_3
Timber plantation,Timber plantation,1.852377436,15.83212894,2016,examples/15.832128937402448_1.8523774364011016_4
Timber plantation,Timber plantation,1.771125,15.987125,2016,examples/15.987124999999999_1.7711249999999996_0
Timber plantation,Timber plantation,1.771125,15.987125,2016,examples/15.987124999999999_1.7711249999999996_1
Timber plantation,Timber plantation,1.771125,15.987125,2016,examples/15.987124999999999_1.7711249999999996_2
Timber plantation,Timber plantation,1.771125,15.987125,2016,examples/15.987124999999999_1.7711249999999996_3
Timber plantation,Timber plantation,1.771125,15.987125,2016,examples/15.987124999999999_1.7711249999999996_4
Timber plantation,Timber plantation,1.844425,15.841525,2016,examples/15.841525000000003_1.8444249999999995_0
Timber plantation,Timber plantation,1.844425,15.841525,2016,examples/15.841525000000003_1.8444249999999995_1
Timber plantation,Timber plantation,1.844425,15.841525,2016,examples/15.841525000000003_1.8444249999999995_2
Timber plantation,Timber plantation,1.844425,15.841525,2016,examples/15.841525000000003_1.8444249999999995_3
Timber plantation,Timber plantation,1.844425,15.841525,2016,examples/15.841525000000003_1.8444249999999995_4
Timber plantation,Timber plantation,1.844541667,15.84079167,2016,examples/15.840791666666663_1.8445416666666663_0
Timber plantation,Timber plantation,1.844541667,15.84079167,2016,examples/15.840791666666663_1.8445416666666663_1
Timber plantation,Timber plantation,1.844541667,15.84079167,2016,examples/15.840791666666663_1.8445416666666663_2
Timber plantation,Timber plantation,1.844541667,15.84079167,2016,examples/15.840791666666663_1.8445416666666663_3
Timber plantation,Timber plantation,1.844541667,15.84079167,2016,examples/15.840791666666663_1.8445416666666663_4
Timber plantation,Timber plantation,1.769664815,16.01727068,2016,examples/16.01727068286843_1.769664814883422_0
Timber plantation,Timber plantation,1.769664815,16.01727068,2016,examples/16.01727068286843_1.769664814883422_1
Timber plantation,Timber plantation,1.769664815,16.01727068,2016,examples/16.01727068286843_1.769664814883422_2
Timber plantation,Timber plantation,1.769664815,16.01727068,2016,examples/16.01727068286843_1.769664814883422_3
Timber plantation,Timber plantation,1.769664815,16.01727068,2016,examples/16.01727068286843_1.769664814883422_4
Timber plantation,Timber plantation,1.841625,15.837625,2016,examples/15.837625000000001_1.8416249999999996_0
Timber plantation,Timber plantation,1.841625,15.837625,2016,examples/15.837625000000001_1.8416249999999996_1
Timber plantation,Timber plantation,1.841625,15.837625,2016,examples/15.837625000000001_1.8416249999999996_2
Timber plantation,Timber plantation,1.841625,15.837625,2016,examples/15.837625000000001_1.8416249999999996_3
Timber plantation,Timber plantation,1.841625,15.837625,2016,examples/15.837625000000001_1.8416249999999996_4
Timber plantation,Timber plantation,1.770125,16.010375,2016,examples/16.010375_1.7701249999999993_0
Timber plantation,Timber plantation,1.770125,16.010375,2016,examples/16.010375_1.7701249999999993_1
Timber plantation,Timber plantation,1.770125,16.010375,2016,examples/16.010375_1.7701249999999993_2
Timber plantation,Timber plantation,1.770125,16.010375,2016,examples/16.010375_1.7701249999999993_3
Timber plantation,Timber plantation,1.770125,16.010375,2016,examples/16.010375_1.7701249999999993_4
Timber plantation,Timber plantation,1.942625,15.83175,2016,examples/15.83175_1.9426249999999998_0
Timber plantation,Timber plantation,1.942625,15.83175,2016,examples/15.83175_1.9426249999999998_1
Timber plantation,Timber plantation,1.942625,15.83175,2016,examples/15.83175_1.9426249999999998_2
Timber plantation,Timber plantation,1.942625,15.83175,2016,examples/15.83175_1.9426249999999998_3
Timber plantation,Timber plantation,1.942625,15.83175,2016,examples/15.83175_1.9426249999999998_4
Timber plantation,Timber plantation,1.855075,15.854275,2016,examples/15.854275000000001_1.8550749999999991_0
Timber plantation,Timber plantation,1.855075,15.854275,2016,examples/15.854275000000001_1.8550749999999991_1
Timber plantation,Timber plantation,1.855075,15.854275,2016,examples/15.854275000000001_1.8550749999999991_2
Timber plantation,Timber plantation,1.855075,15.854275,2016,examples/15.854275000000001_1.8550749999999991_3
Timber plantation,Timber plantation,1.855075,15.854275,2016,examples/15.854275000000001_1.8550749999999991_4
Timber plantation,Timber plantation,1.77075,15.986625,2016,examples/15.986625000000002_1.7707499999999994_0
Timber plantation,Timber plantation,1.77075,15.986625,2016,examples/15.986625000000002_1.7707499999999994_1
Timber plantation,Timber plantation,1.77075,15.986625,2016,examples/15.986625000000002_1.7707499999999994_2
Timber plantation,Timber plantation,1.77075,15.986625,2016,examples/15.986625000000002_1.7707499999999994_3
Timber plantation,Timber plantation,1.77075,15.986625,2016,examples/15.986625000000002_1.7707499999999994_4
Timber plantation,Timber plantation,1.770125,16.006625,2016,examples/16.006625_1.7701249999999993_0
Timber plantation,Timber plantation,1.770125,16.006625,2016,examples/16.006625_1.7701249999999993_1
Timber plantation,Timber plantation,1.770125,16.006625,2016,examples/16.006625_1.7701249999999993_2
Timber plantation,Timber plantation,1.770125,16.006625,2016,examples/16.006625_1.7701249999999993_3
Timber plantation,Timber plantation,1.770125,16.006625,2016,examples/16.006625_1.7701249999999993_4
Timber plantation,Timber plantation,1.768625,16.00394643,2016,examples/16.003946428571428_1.7686249999999997_0
Timber plantation,Timber plantation,1.768625,16.00394643,2016,examples/16.003946428571428_1.7686249999999997_1
Timber plantation,Timber plantation,1.768625,16.00394643,2016,examples/16.003946428571428_1.7686249999999997_2
Timber plantation,Timber plantation,1.768625,16.00394643,2016,examples/16.003946428571428_1.7686249999999997_3
Timber plantation,Timber plantation,1.768625,16.00394643,2016,examples/16.003946428571428_1.7686249999999997_4
Mining,Mining,2.54575,12.763375,2016,examples/12.763375_2.54575_0
Mining,Mining,2.54575,12.763375,2016,examples/12.763375_2.54575_1
Mining,Mining,2.54575,12.763375,2016,examples/12.763375_2.54575_2
Mining,Mining,2.54575,12.763375,2016,examples/12.763375_2.54575_3
Mining,Mining,2.54575,12.763375,2016,examples/12.763375_2.54575_4
Mining,Mining,2.615125,12.680625,2016,examples/12.680625000000001_2.615125_0
Mining,Mining,2.615125,12.680625,2016,examples/12.680625000000001_2.615125_1
Mining,Mining,2.615125,12.680625,2016,examples/12.680625000000001_2.615125_2
Mining,Mining,2.615125,12.680625,2016,examples/12.680625000000001_2.615125_3
Mining,Mining,2.615125,12.680625,2016,examples/12.680625000000001_2.615125_4
Other large-scale plantations,Other large-scale plantations,3.891916667,9.834375,2016,examples/9.834375_3.891916666666666_0
Other large-scale plantations,Other large-scale plantations,3.891916667,9.834375,2016,examples/9.834375_3.891916666666666_1
Other large-scale plantations,Other large-scale plantations,3.891916667,9.834375,2016,examples/9.834375_3.891916666666666_2
Other large-scale plantations,Other large-scale plantations,3.891916667,9.834375,2016,examples/9.834375_3.891916666666666_3
Other large-scale plantations,Other large-scale plantations,3.891916667,9.834375,2016,examples/9.834375_3.891916666666666_4
Other large-scale plantations,Other large-scale plantations,4.136625,9.250833333,2016,examples/9.250833333333334_4.136624999999999_0
Other large-scale plantations,Other large-scale plantations,4.136625,9.250833333,2016,examples/9.250833333333334_4.136624999999999_1
Other large-scale plantations,Other large-scale plantations,4.136625,9.250833333,2016,examples/9.250833333333334_4.136624999999999_2
Other large-scale plantations,Other large-scale plantations,4.136625,9.250833333,2016,examples/9.250833333333334_4.136624999999999_3
Other large-scale plantations,Other large-scale plantations,4.136625,9.250833333,2016,examples/9.250833333333334_4.136624999999999_4
Hunting,Hunting,3.022741667,15.18660833,2016,examples/15.186608333333336_3.0227416666666667_0
Hunting,Hunting,3.022741667,15.18660833,2016,examples/15.186608333333336_3.0227416666666667_1
Hunting,Hunting,3.022741667,15.18660833,2016,examples/15.186608333333336_3.0227416666666667_2
Hunting,Hunting,3.022741667,15.18660833,2016,examples/15.186608333333336_3.0227416666666667_3
Hunting,Hunting,3.022741667,15.18660833,2016,examples/15.186608333333336_3.0227416666666667_4
Oil palm plantation,Oil palm plantation,4.539375,9.52925,2016,examples/9.52925_4.539374999999999_0
